To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

26C075--Coweeman R. nr Kelso

DATE          TIME   Discharge (cfs)   QUALITY
----------   -----   ---------------   -------
10/01/2016   00:00              35.2         2
10/01/2016   00:15              35.2         2
10/01/2016   00:30              35.2         2
10/01/2016   00:45              35.2         2
10/01/2016   01:00              35.2         2
10/01/2016   01:15              35.2         2
10/01/2016   01:30              35.2         2
10/01/2016   01:45              35.2         2
10/01/2016   02:00              35.2         2
10/01/2016   02:15              35.2         2
10/01/2016   02:30              35.2         2
10/01/2016   02:45              35.2         2
10/01/2016   03:00              35.2         2
10/01/2016   03:15              35.2         2
10/01/2016   03:30              35.2         2
10/01/2016   03:45              35.2         2
10/01/2016   04:00              35.2         2
10/01/2016   04:15              35.2         2
10/01/2016   04:30              35.2         2
10/01/2016   04:45              35.2         2
10/01/2016   05:00              35.2         2
10/01/2016   05:15              35.2         2
10/01/2016   05:30              35.2         2
10/01/2016   05:45              35.2         2
10/01/2016   06:00              35.3         2
10/01/2016   06:15              35.3         2
10/01/2016   06:30              35.3         2
10/01/2016   06:45              35.3         2
10/01/2016   07:00              35.3         2
10/01/2016   07:15              35.3         2
10/01/2016   07:30              35.3         2
10/01/2016   07:45              35.3         2
10/01/2016   08:00              35.3         2
10/01/2016   08:15              35.3         2
10/01/2016   08:30              35.3         2
10/01/2016   08:45              35.3         2
10/01/2016   09:00              35.3         2
10/01/2016   09:15              35.3         2
10/01/2016   09:30              35.3         2
10/01/2016   09:45              35.3         2
10/01/2016   10:00              35.3         2
10/01/2016   10:15              35.3         2
10/01/2016   10:30              35.3         2
10/01/2016   10:45              35.3         2
10/01/2016   11:00              35.3         2
10/01/2016   11:15              35.3         2
10/01/2016   11:30              35.3         2
10/01/2016   11:45              34.7         2
10/01/2016   12:00              35.3         2
10/01/2016   12:15              34.7         2
10/01/2016   12:30              35.3         2
10/01/2016   12:45              35.3         2
10/01/2016   13:00              35.3         2
10/01/2016   13:15              34.7         2
10/01/2016   13:30              35.3         2
10/01/2016   13:45              35.3         2
10/01/2016   14:00              35.3         2
10/01/2016   14:15              35.3         2
10/01/2016   14:30              35.3         2
10/01/2016   14:45              35.3         2
10/01/2016   15:00              36.0         2
10/01/2016   15:15              35.4         2
10/01/2016   15:30              36.0         2
10/01/2016   15:45              36.0         2
10/01/2016   16:00              36.0         2
10/01/2016   16:15              36.0         2
10/01/2016   16:30              36.0         2
10/01/2016   16:45              36.0         2
10/01/2016   17:00              36.0         2
10/01/2016   17:15              36.0         2
10/01/2016   17:30              36.0         2
10/01/2016   17:45              36.0         2
10/01/2016   18:00              36.0         2
10/01/2016   18:15              36.0         2
10/01/2016   18:30              36.0         2
10/01/2016   18:45              36.0         2
10/01/2016   19:00              36.0         2
10/01/2016   19:15              36.0         2
10/01/2016   19:30              36.0         2
10/01/2016   19:45              36.0         2
10/01/2016   20:00              36.0         2
10/01/2016   20:15              36.0         2
10/01/2016   20:30              36.0         2
10/01/2016   20:45              36.0         2
10/01/2016   21:00              36.0         2
10/01/2016   21:15              36.7         2
10/01/2016   21:30              36.7         2
10/01/2016   21:45              36.7         2
10/01/2016   22:00              36.7         2
10/01/2016   22:15              36.7         2
10/01/2016   22:30              36.7         2
10/01/2016   22:45              36.7         2
10/01/2016   23:00              36.7         2
10/01/2016   23:15              37.3         2
10/01/2016   23:30              37.3         2
10/01/2016   23:45              37.3         2
10/02/2016   00:00              38.0         2
10/02/2016   00:15              38.0         2
10/02/2016   00:30              38.7         2
10/02/2016   00:45              38.7         2
10/02/2016   01:00              39.3         2
10/02/2016   01:15              40.0         2
10/02/2016   01:30              40.7         2
10/02/2016   01:45              41.4         2
10/02/2016   02:00              42.1         2
10/02/2016   02:15              42.9         2
10/02/2016   02:30              44.2         2
10/02/2016   02:45              44.9         2
10/02/2016   03:00              45.6         2
10/02/2016   03:15              46.3         2
10/02/2016   03:30              47.0         2
10/02/2016   03:45              47.7         2
10/02/2016   04:00              48.5         2
10/02/2016   04:15              49.2         2
10/02/2016   04:30              50.7         2
10/02/2016   04:45              51.5         2
10/02/2016   05:00              53.8         2
10/02/2016   05:15              56.4         2
10/02/2016   05:30              60.2         2
10/02/2016   05:45              63.1         2
10/02/2016   06:00              66.2         2
10/02/2016   06:15              67.3         2
10/02/2016   06:30              67.3         2
10/02/2016   06:45              69.2         2
10/02/2016   07:00              70.2         2
10/02/2016   07:15              70.2         2
10/02/2016   07:30              70.2         2
10/02/2016   07:45              71.2         2
10/02/2016   08:00              71.3         2
10/02/2016   08:15              72.3         2
10/02/2016   08:30              72.3         2
10/02/2016   08:45              73.3         2
10/02/2016   09:00              73.3         2
10/02/2016   09:15              74.4         2
10/02/2016   09:30              75.4         2
10/02/2016   09:45              75.4         2
10/02/2016   10:00              76.5         2
10/02/2016   10:15              76.5         2
10/02/2016   10:30              77.6         2
10/02/2016   10:45              77.6         2
10/02/2016   11:00              78.7         2
10/02/2016   11:15              79.8         2
10/02/2016   11:30              79.8         2
10/02/2016   11:45              80.9         2
10/02/2016   12:00              79.8         2
10/02/2016   12:15              80.9         2
10/02/2016   12:30              81.0         2
10/02/2016   12:45              81.0         2
10/02/2016   13:00              81.0         2
10/02/2016   13:15              81.0         2
10/02/2016   13:30              81.0         2
10/02/2016   13:45              81.0         2
10/02/2016   14:00              81.0         2
10/02/2016   14:15              79.9         2
10/02/2016   14:30              79.9         2
10/02/2016   14:45              79.9         2
10/02/2016   15:00              79.9         2
10/02/2016   15:15              79.9         2
10/02/2016   15:30              78.8         2
10/02/2016   15:45              78.8         2
10/02/2016   16:00              78.8         2
10/02/2016   16:15              77.7         2
10/02/2016   16:30              77.7         2
10/02/2016   16:45              76.6         2
10/02/2016   17:00              76.6         2
10/02/2016   17:15              76.6         2
10/02/2016   17:30              75.6         2
10/02/2016   17:45              75.6         2
10/02/2016   18:00              75.6         2
10/02/2016   18:15              74.5         2
10/02/2016   18:30              75.6         2
10/02/2016   18:45              74.5         2
10/02/2016   19:00              73.5         2
10/02/2016   19:15              73.5         2
10/02/2016   19:30              72.5         2
10/02/2016   19:45              72.5         2
10/02/2016   20:00              72.5         2
10/02/2016   20:15              72.5         2
10/02/2016   20:30              71.5         2
10/02/2016   20:45              70.5         2
10/02/2016   21:00              70.5         2
10/02/2016   21:15              70.5         2
10/02/2016   21:30              69.5         2
10/02/2016   21:45              69.5         2
10/02/2016   22:00              68.5         2
10/02/2016   22:15              68.5         2
10/02/2016   22:30              67.6         2
