To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

26C075--Coweeman R. nr Kelso

DATE          TIME   Discharge (cfs)   QUALITY
----------   -----   ---------------   -------
10/01/2017   00:00              58.2         2
10/01/2017   00:15              59.1         2
10/01/2017   00:30              60.1         2
10/01/2017   00:45              61.1         2
10/01/2017   01:00              62.0         2
10/01/2017   01:15              63.0         2
10/01/2017   01:30              65.1         2
10/01/2017   01:45              65.1         2
10/01/2017   02:00              67.2         2
10/01/2017   02:15              68.1         2
10/01/2017   02:30              69.1         2
10/01/2017   02:45              69.1         2
10/01/2017   03:00              71.1         2
10/01/2017   03:15              71.1         2
10/01/2017   03:30              72.1         2
10/01/2017   03:45              73.1         2
10/01/2017   04:00              73.1         2
10/01/2017   04:15              73.1         2
10/01/2017   04:30              74.2         2
10/01/2017   04:45              74.2         2
10/01/2017   05:00              74.2         2
10/01/2017   05:15              75.2         2
10/01/2017   05:30              75.2         2
10/01/2017   05:45              76.3         2
10/01/2017   06:00              74.2         2
10/01/2017   06:15              74.2         2
10/01/2017   06:30              74.2         2
10/01/2017   06:45              72.1         2
10/01/2017   07:00              74.2         2
10/01/2017   07:15              73.1         2
10/01/2017   07:30              74.2         2
10/01/2017   07:45              72.1         2
10/01/2017   08:00              73.1         2
10/01/2017   08:15              73.1         2
10/01/2017   08:30              73.1         2
10/01/2017   08:45              72.1         2
10/01/2017   09:00              72.1         2
10/01/2017   09:15              71.1         2
10/01/2017   09:30              72.1         2
10/01/2017   09:45              71.1         2
10/01/2017   10:00              71.1         2
10/01/2017   10:15              71.1         2
10/01/2017   10:30              70.1         2
10/01/2017   10:45              70.1         2
10/01/2017   11:00              70.1         2
10/01/2017   11:15              69.1         2
10/01/2017   11:30              69.1         2
10/01/2017   11:45              70.1         2
10/01/2017   12:00              69.1         2
10/01/2017   12:15              69.1         2
10/01/2017   12:30              69.1         2
10/01/2017   12:45              69.1         2
10/01/2017   13:00              68.1         2
10/01/2017   13:15              68.1         2
10/01/2017   13:30              68.1         2
10/01/2017   13:45              67.1         2
10/01/2017   14:00              67.1         2
10/01/2017   14:15              67.1         2
10/01/2017   14:30              67.1         2
10/01/2017   14:45              66.1         2
10/01/2017   15:00              66.1         2
10/01/2017   15:15              65.1         2
10/01/2017   15:30              64.0         2
10/01/2017   15:45              65.1         2
10/01/2017   16:00              63.0         2
10/01/2017   16:15              63.0         2
10/01/2017   16:30              63.0         2
10/01/2017   16:45              63.0         2
10/01/2017   17:00              63.0         2
10/01/2017   17:15              62.0         2
10/01/2017   17:30              62.0         2
10/01/2017   17:45              62.0         2
10/01/2017   18:00              62.0         2
10/01/2017   18:15              62.0         2
10/01/2017   18:30              61.0         2
