To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

26C075--Coweeman R. nr Kelso

DATE          TIME   Discharge (cfs)   QUALITY
----------   -----   ---------------   -------
10/01/2012   00:00              33.8         8
10/01/2012   00:15              33.8         8
10/01/2012   00:30              33.8         8
10/01/2012   00:45              33.8         8
10/01/2012   01:00              33.8         8
10/01/2012   01:15              33.8         8
10/01/2012   01:30              33.8         8
10/01/2012   01:45              33.8         8
10/01/2012   02:00              33.8         8
10/01/2012   02:15              33.8         8
10/01/2012   02:30              33.8         8
10/01/2012   02:45              33.8         8
10/01/2012   03:00              33.8         8
10/01/2012   03:15              33.8         8
10/01/2012   03:30              33.8         8
10/01/2012   03:45              33.8         8
10/01/2012   04:00              33.8         8
10/01/2012   04:15              33.8         8
10/01/2012   04:30              33.8         8
10/01/2012   04:45              33.8         8
10/01/2012   05:00              33.8         8
10/01/2012   05:15              33.8         8
10/01/2012   05:30              33.8         8
10/01/2012   05:45              33.2         8
10/01/2012   06:00              33.2         8
10/01/2012   06:15              33.2         8
10/01/2012   06:30              33.2         8
10/01/2012   06:45              33.2         8
10/01/2012   07:00              33.2         8
10/01/2012   07:15              33.2         8
10/01/2012   07:30              33.2         8
10/01/2012   07:45              33.2         8
10/01/2012   08:00              33.2         8
10/01/2012   08:15              33.2         8
10/01/2012   08:30              33.2         8
10/01/2012   08:45              33.2         8
10/01/2012   09:00              33.2         8
10/01/2012   09:15              33.2         8
10/01/2012   09:30              33.2         8
10/01/2012   09:45              33.2         8
10/01/2012   10:00              33.2         8
10/01/2012   10:15              33.2         8
10/01/2012   10:30              33.2         8
10/01/2012   10:45              33.2         8
10/01/2012   11:00              33.2         8
10/01/2012   11:15              33.2         8
10/01/2012   11:30              33.2         8
10/01/2012   11:45              33.2         8
10/01/2012   12:00              33.2         8
10/01/2012   12:15              33.2         8
10/01/2012   12:30              33.2         8
10/01/2012   12:45              33.2         8
10/01/2012   13:00              33.2         8
10/01/2012   13:15              33.2         8
10/01/2012   13:30              33.2         8
10/01/2012   13:45              33.2         8
10/01/2012   14:00              33.2         8
10/01/2012   14:15              33.2         8
10/01/2012   14:30              33.2         8
10/01/2012   14:45              33.2         8
10/01/2012   15:00              33.2         8
10/01/2012   15:15              33.2         8
10/01/2012   15:30              33.2         8
10/01/2012   15:45              33.2         8
10/01/2012   16:00              33.2         8
10/01/2012   16:15              33.2         8
10/01/2012   16:30              33.2         8
10/01/2012   16:45              33.2         8
10/01/2012   17:00              33.2         8
10/01/2012   17:15              33.2         8
10/01/2012   17:30              33.2         8
10/01/2012   17:45              33.2         8
10/01/2012   18:00              33.2         8
10/01/2012   18:15              33.2         8
10/01/2012   18:30              33.2         8
10/01/2012   18:45              33.2         8
10/01/2012   19:00              33.2         8
10/01/2012   19:15              33.2         8
10/01/2012   19:30              33.2         8
10/01/2012   19:45              33.2         8
10/01/2012   20:00              33.7         8
10/01/2012   20:15              33.2         8
10/01/2012   20:30              33.7         8
10/01/2012   20:45              33.7         8
10/01/2012   21:00              33.7         8
10/01/2012   21:15              33.7         8
10/01/2012   21:30              33.7         8
10/01/2012   21:45              33.7         8
10/01/2012   22:00              33.7         8
10/01/2012   22:15              33.7         8
10/01/2012   22:30              33.7         8
10/01/2012   22:45              33.7         8
10/01/2012   23:00              33.7         8
10/01/2012   23:15              33.7         8
10/01/2012   23:30              33.7         8
10/01/2012   23:45              33.7         8
10/02/2012   00:00              33.7         8
10/02/2012   00:15              33.7         8
10/02/2012   00:30              33.7         8
10/02/2012   00:45              33.7         8
10/02/2012   01:00              33.7         8
10/02/2012   01:15              33.7         8
10/02/2012   01:30              33.7         8
10/02/2012   01:45              33.7         8
10/02/2012   02:00              33.1         8
10/02/2012   02:15              33.1         8
10/02/2012   02:30              33.1         8
10/02/2012   02:45              33.1         8
10/02/2012   03:00              33.1         8
