To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

26C075--Coweeman R. nr Kelso

DATE          TIME   Discharge (cfs)   QUALITY
----------   -----   ---------------   -------
10/01/2014   00:00              66.3         1
10/01/2014   00:15              67.2         1
10/01/2014   00:30              67.3         1
10/01/2014   00:45              67.3         1
10/01/2014   01:00              68.3         1
10/01/2014   01:15              68.3         1
10/01/2014   01:30              68.3         1
10/01/2014   01:45              68.3         1
10/01/2014   02:00              68.3         1
10/01/2014   02:15              68.3         1
10/01/2014   02:30              69.3         1
10/01/2014   02:45              70.3         1
10/01/2014   03:00              70.3         1
10/01/2014   03:15              71.3         1
10/01/2014   03:30              72.4         1
10/01/2014   03:45              72.4         1
10/01/2014   04:00              72.4         1
10/01/2014   04:15              72.4         1
10/01/2014   04:30              73.4         1
10/01/2014   04:45              72.4         1
10/01/2014   05:00              72.4         1
10/01/2014   05:15              72.4         1
10/01/2014   05:30              72.4         1
10/01/2014   05:45              71.3         1
10/01/2014   06:00              71.3         1
10/01/2014   06:15              70.3         1
10/01/2014   06:30              70.3         1
10/01/2014   06:45              69.3         1
10/01/2014   07:00              69.3         1
10/01/2014   07:15              68.3         1
10/01/2014   07:30              68.3         1
10/01/2014   07:45              67.3         1
10/01/2014   08:00              67.3         1
10/01/2014   08:15              66.3         1
10/01/2014   08:30              66.3         1
10/01/2014   08:45              65.3         1
10/01/2014   09:00              65.3         1
10/01/2014   09:15              65.3         1
10/01/2014   09:30              64.3         1
10/01/2014   09:45              64.4         1
10/01/2014   10:00              64.4         1
10/01/2014   10:15              63.4         1
10/01/2014   10:30              63.4         1
10/01/2014   10:45              63.4         1
10/01/2014   11:00              63.4         1
10/01/2014   11:15              62.5         1
10/01/2014   11:30              62.5         1
10/01/2014   11:45              62.5         1
10/01/2014   12:00              62.5         1
10/01/2014   12:15              61.5         1
10/01/2014   12:30              61.5         1
10/01/2014   12:45              61.5         1
10/01/2014   13:00              60.6         1
10/01/2014   13:15              60.6         1
10/01/2014   13:30              60.6         1
10/01/2014   13:45              60.6         1
10/01/2014   14:00              60.6         1
10/01/2014   14:15              59.7         1
10/01/2014   14:30              59.7         1
10/01/2014   14:45              59.7         1
10/01/2014   15:00              59.7         1
10/01/2014   15:15              58.8         1
10/01/2014   15:30              58.8         1
10/01/2014   15:45              58.8         1
10/01/2014   16:00              58.8         1
10/01/2014   16:15              58.8         1
10/01/2014   16:30              58.8         1
10/01/2014   16:45              58.0         1
10/01/2014   17:00              58.0         1
10/01/2014   17:15              58.0         1
10/01/2014   17:30              58.0         1
10/01/2014   17:45              58.0         1
10/01/2014   18:00              58.0         1
10/01/2014   18:15              58.0         1
10/01/2014   18:30              58.0         1
10/01/2014   18:45              57.1         1
10/01/2014   19:00              57.1         1
10/01/2014   19:15              57.1         1
10/01/2014   19:30              57.1         1
10/01/2014   19:45              57.1         1
10/01/2014   20:00              57.1         1
10/01/2014   20:15              57.1         1
10/01/2014   20:30              57.1         1
10/01/2014   20:45              57.1         1
10/01/2014   21:00              57.1         1
10/01/2014   21:15              56.2         1
10/01/2014   21:30              56.2         1
10/01/2014   21:45              56.2         1
10/01/2014   22:00              56.2         1
10/01/2014   22:15              56.2         1
10/01/2014   22:30              56.2         1
10/01/2014   22:45              56.2         1
10/01/2014   23:00              56.2         1
10/01/2014   23:15              56.2         1
10/01/2014   23:30              56.2         1
10/01/2014   23:45              55.4         1
10/02/2014   00:00              55.4         1
10/02/2014   00:15              55.4         1
10/02/2014   00:30              55.4         1
10/02/2014   00:45              55.4         1
10/02/2014   01:00              55.4         1
10/02/2014   01:15              55.4         1
10/02/2014   01:30              55.4         1
10/02/2014   01:45              55.4         1
10/02/2014   02:00              55.4         1
10/02/2014   02:15              55.4         1
10/02/2014   02:30              55.4         1
10/02/2014   02:45              54.6         1
10/02/2014   03:00              54.6         1
10/02/2014   03:15              54.6         1
10/02/2014   03:30              54.6         1
10/02/2014   03:45              54.6         1
10/02/2014   04:00              54.6         1
10/02/2014   04:15              54.6         1
10/02/2014   04:30              54.6         1
10/02/2014   04:45              54.6         1
10/02/2014   05:00              54.6         1
10/02/2014   05:15              54.6         1
10/02/2014   05:30              53.8         1
10/02/2014   05:45              54.6         1
10/02/2014   06:00              53.8         1
10/02/2014   06:15              53.8         1
10/02/2014   06:30              53.8         1
10/02/2014   06:45              53.8         1
10/02/2014   07:00              53.8         1
10/02/2014   07:15              53.8         1
10/02/2014   07:30              53.8         1
10/02/2014   07:45              53.8         1
10/02/2014   08:00              53.8         1
10/02/2014   08:15              53.8         1
10/02/2014   08:30              53.8         1
10/02/2014   08:45              52.9         1
10/02/2014   09:00              52.9         1
10/02/2014   09:15              52.9         1
10/02/2014   09:30              52.9         1
10/02/2014   09:45              52.9         1
10/02/2014   10:00              52.9         1
10/02/2014   10:15              52.9         1
10/02/2014   10:30              52.9         1
10/02/2014   10:45              52.9         1
10/02/2014   11:00              52.9         1
10/02/2014   11:15              52.9         1
10/02/2014   11:30              52.9         1
10/02/2014   11:45              52.9         1
10/02/2014   12:00              52.9         1
10/02/2014   12:15              52.9         1
10/02/2014   12:30              53.0         1
10/02/2014   12:45              53.0         1
10/02/2014   13:00              53.0         1
10/02/2014   13:15              53.0         1
10/02/2014   13:30              53.0         1
10/02/2014   13:45              53.0         1
10/02/2014   14:00              53.0         1
10/02/2014   14:15              53.0         1
10/02/2014   14:30              52.1         1
10/02/2014   14:45              53.0         1
10/02/2014   15:00              52.2         1
10/02/2014   15:15              52.2         1
10/02/2014   15:30              52.2         1
10/02/2014   15:45              52.2         1
10/02/2014   16:00              52.2         1
10/02/2014   16:15              52.2         1
10/02/2014   16:30              52.2         1
10/02/2014   16:45              52.2         1
10/02/2014   17:00              52.2         1
10/02/2014   17:15              52.2         1
10/02/2014   17:30              52.2         1
10/02/2014   17:45              52.2         1
10/02/2014   18:00              52.2         1
10/02/2014   18:15              52.2         1
10/02/2014   18:30              52.2         1
10/02/2014   18:45              52.2         1
10/02/2014   19:00              52.2         1
10/02/2014   19:15              52.2         1
10/02/2014   19:30              52.2         1
10/02/2014   19:45              52.2         1
10/02/2014   20:00              52.2         1
10/02/2014   20:15              51.4         1
10/02/2014   20:30              51.4         1
10/02/2014   20:45              51.4         1
10/02/2014   21:00              51.4         1
10/02/2014   21:15              51.4         1
10/02/2014   21:30              51.4         1
10/02/2014   21:45              51.4         1
10/02/2014   22:00              51.4         1
10/02/2014   22:15              51.4         1
10/02/2014   22:30              51.4         1
10/02/2014   22:45              51.4         1
10/02/2014   23:00              51.4         1
10/02/2014   23:15              51.4         1
10/02/2014   23:30              51.4         1
10/02/2014   23:45              51.4         1
10/03/2014   00:00              51.4         1
10/03/2014   00:15              51.4         1
10/03/2014   00:30              51.4         1
10/03/2014   00:45              51.4         1
10/03/2014   01:00              51.4         1
10/03/2014   01:15              50.6         1
10/03/2014   01:30              50.6         1
10/03/2014   01:45              50.6         1
10/03/2014   02:00              50.6         1
10/03/2014   02:15              50.6         1
10/03/2014   02:30              50.6         1
10/03/2014   02:45              50.6         1
10/03/2014   03:00              50.6         1
10/03/2014   03:15              50.6         1
10/03/2014   03:30              50.6         1
10/03/2014   03:45              50.6         1
10/03/2014   04:00              50.6         1
10/03/2014   04:15              50.6         1
10/03/2014   04:30              49.8         1
10/03/2014   04:45              49.8         1
10/03/2014   05:00              49.8         1
10/03/2014   05:15              49.8         1
10/03/2014   05:30              49.8         1
10/03/2014   05:45              49.8         1
10/03/2014   06:00              49.8         1
10/03/2014   06:15              49.8         1
10/03/2014   06:30              49.8         1
10/03/2014   06:45              49.8         1
10/03/2014   07:00              49.8         1
10/03/2014   07:15              49.8         1
10/03/2014   07:30              49.8         1
10/03/2014   07:45              49.8         1
10/03/2014   08:00              49.8         1
10/03/2014   08:15              49.8         1
10/03/2014   08:30              49.8         1
10/03/2014   08:45              49.8         1
10/03/2014   09:00              49.8         1
10/03/2014   09:15              49.8         1
10/03/2014   09:30              49.8         1
10/03/2014   09:45              49.1         1
10/03/2014   10:00              49.1         1
10/03/2014   10:15              49.1         1
10/03/2014   10:30              49.8         1
10/03/2014   10:45              49.8         1
10/03/2014   11:00              49.8         1
10/03/2014   11:15              49.8         1
10/03/2014   11:30              49.8         1
10/03/2014   11:45              49.8         1
10/03/2014   12:00              49.8         1
10/03/2014   12:15              49.8         1
10/03/2014   12:30              49.8         1
10/03/2014   12:45              49.8         1
10/03/2014   13:00              49.8         1
10/03/2014   13:15              49.8         1
10/03/2014   13:30              49.8         1
10/03/2014   13:45              49.8         1
10/03/2014   14:00              49.8         1
10/03/2014   14:15              49.8         1
10/03/2014   14:30              49.1         1
10/03/2014   14:45              49.8         1
10/03/2014   15:00              49.8         1
10/03/2014   15:15              49.8         1
10/03/2014   15:30              49.8         1
10/03/2014   15:45              49.8         1
10/03/2014   16:00              49.8         1
10/03/2014   16:15              49.8         1
10/03/2014   16:30              49.8         1
10/03/2014   16:45              49.1         1
10/03/2014   17:00              49.1         1
10/03/2014   17:15              49.1         1
10/03/2014   17:30              49.1         1
10/03/2014   17:45              49.1         1
10/03/2014   18:00              49.1         1
10/03/2014   18:15              49.1         1
10/03/2014   18:30              49.1         1
10/03/2014   18:45              49.1         1
10/03/2014   19:00              49.9         1
10/03/2014   19:15              49.9         1
10/03/2014   19:30              49.1         1
10/03/2014   19:45              49.9         1
10/03/2014   20:00              49.9         1
10/03/2014   20:15              49.9         1
10/03/2014   20:30              49.1         1
10/03/2014   20:45              49.1         1
10/03/2014   21:00              49.9         1
10/03/2014   21:15              49.9         1
10/03/2014   21:30              49.1         1
10/03/2014   21:45              49.1         1
10/03/2014   22:00              49.1         1
10/03/2014   22:15              49.1         1
10/03/2014   22:30              49.1         1
10/03/2014   22:45              49.1         1
10/03/2014   23:00              49.1         1
10/03/2014   23:15              49.1         1
10/03/2014   23:30              49.1         1
10/03/2014   23:45              49.1         1
10/04/2014   00:00              49.1         1
10/04/2014   00:15              49.1         1
10/04/2014   00:30              49.1         1
10/04/2014   00:45              49.1         1
10/04/2014   01:00              49.1         1
10/04/2014   01:15              49.1         1
10/04/2014   01:30              49.1         1
10/04/2014   01:45              49.1         1
10/04/2014   02:00              49.1         1
10/04/2014   02:15              49.1         1
10/04/2014   02:30              49.1         1
10/04/2014   02:45              49.1         1
10/04/2014   03:00              48.3         1
10/04/2014   03:15              48.3         1
10/04/2014   03:30              48.3         1
10/04/2014   03:45              48.3         1
10/04/2014   04:00              48.3         1
10/04/2014   04:15              48.3         1
10/04/2014   04:30              48.3         1
10/04/2014   04:45              48.3         1
10/04/2014   05:00              48.3         1
10/04/2014   05:15              48.4         1
10/04/2014   05:30              48.4         1
10/04/2014   05:45              48.4         1
10/04/2014   06:00              48.4         1
10/04/2014   06:15              48.4         1
10/04/2014   06:30              48.4         1
10/04/2014   06:45              48.4         1
10/04/2014   07:00              48.4         1
10/04/2014   07:15              48.4         1
10/04/2014   07:30              47.6         1
10/04/2014   07:45              47.6         1
10/04/2014   08:00              47.6         1
10/04/2014   08:15              47.6         1
10/04/2014   08:30              47.6         1
10/04/2014   08:45              47.6         1
10/04/2014   09:00              47.6         1
10/04/2014   09:15              47.6         1
10/04/2014   09:30              47.6         1
10/04/2014   09:45              47.6         1
10/04/2014   10:00              47.6         1
10/04/2014   10:15              47.6         1
10/04/2014   10:30              47.6         1
10/04/2014   10:45              47.6         1
10/04/2014   11:00              47.6         1
10/04/2014   11:15              47.6         1
10/04/2014   11:30              47.6         1
10/04/2014   11:45              47.6         1
10/04/2014   12:00              47.6         1
10/04/2014   12:15              47.6         1
10/04/2014   12:30              47.6         1
10/04/2014   12:45              47.6         1
