To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

26C075--Coweeman R. nr Kelso

DATE          TIME   Discharge (cfs)   QUALITY
----------   -----   ---------------   -------
10/01/2015   00:00              30.1         8
10/01/2015   00:15              30.1         8
10/01/2015   00:30              30.1         8
10/01/2015   00:45              30.1         8
10/01/2015   01:00              30.1         8
10/01/2015   01:15              30.1         8
10/01/2015   01:30              30.1         8
10/01/2015   01:45              30.1         8
10/01/2015   02:00              30.1         8
10/01/2015   02:15              30.1         8
10/01/2015   02:30              30.1         8
10/01/2015   02:45              30.1         8
10/01/2015   03:00              30.1         8
10/01/2015   03:15              30.1         8
10/01/2015   03:30              30.1         8
10/01/2015   03:45              30.1         8
10/01/2015   04:00              30.1         8
10/01/2015   04:15              30.1         8
10/01/2015   04:30              30.1         8
10/01/2015   04:45              30.1         8
10/01/2015   05:00              30.1         8
10/01/2015   05:15              30.1         8
10/01/2015   05:30              30.1         8
10/01/2015   05:45              30.1         8
10/01/2015   06:00              30.1         8
10/01/2015   06:15              30.1         8
10/01/2015   06:30              30.1         8
10/01/2015   06:45              30.1         8
10/01/2015   07:00              30.1         8
10/01/2015   07:15              30.1         8
10/01/2015   07:30              30.1         8
10/01/2015   07:45              30.1         8
10/01/2015   08:00              30.1         8
10/01/2015   08:15              30.1         8
10/01/2015   08:30              30.1         8
10/01/2015   08:45              30.1         8
10/01/2015   09:00              30.1         8
10/01/2015   09:15              30.1         8
10/01/2015   09:30              30.1         8
10/01/2015   09:45              30.1         8
10/01/2015   10:00              30.1         8
10/01/2015   10:15              30.1         8
10/01/2015   10:30              30.1         8
10/01/2015   10:45              30.1         8
10/01/2015   11:00              30.1         8
10/01/2015   11:15              30.1         8
10/01/2015   11:30              30.1         8
10/01/2015   11:45              30.1         8
10/01/2015   12:00              30.1         8
10/01/2015   12:15              30.1         8
10/01/2015   12:30              30.1         8
10/01/2015   12:45              30.1         8
10/01/2015   13:00              30.1         8
10/01/2015   13:15              30.1         8
10/01/2015   13:30              30.1         8
10/01/2015   13:45              30.1         8
10/01/2015   14:00              30.1         8
10/01/2015   14:15              30.1         8
10/01/2015   14:30              30.1         8
10/01/2015   14:45              30.1         8
10/01/2015   15:00              30.1         8
10/01/2015   15:15              30.1         8
10/01/2015   15:30              30.1         8
10/01/2015   15:45              30.1         8
10/01/2015   16:00              30.1         8
10/01/2015   16:15              30.1         8
10/01/2015   16:30              30.1         8
10/01/2015   16:45              30.1         8
10/01/2015   17:00              30.1         8
10/01/2015   17:15              30.1         8
10/01/2015   17:30              30.1         8
10/01/2015   17:45              30.1         8
10/01/2015   18:00              30.1         8
10/01/2015   18:15              30.1         8
